component_id,node_count,user_count,merchant_count,transaction_count,transaction_value,chargeback_transactions,fraud_chargeback_transactions,chargeback_ratio,max_risk_score,identity_anomaly_transactions,repeated_chargeback_user_transactions,high_chargeback_merchant_transactions,network_risk_score,network_activity_flag
2952,3,2,1,2,25459.07,0,0,0.0,0.0,0.0,0,0,0.0,1
2953,4,3,1,3,50584.56,0,0,0.0,0.0,0.0,0,0,0.0,1
2954,4,3,1,3,2286.7,1,0,0.3333333333333333,15.0,1.0,0,0,22.5,1
2955,3,1,2,2,30058.95,0,0,0.0,0.0,0.0,0,0,0.0,0
2956,4,3,1,3,33055.14,1,0,0.3333333333333333,17.0,0.0,0,0,18.5,1
2957,8,6,2,7,88802.5,2,1,0.2857142857142857,45.0,0.0,0,0,72.5,1
2958,3,2,1,2,1643.25,0,0,0.0,0.0,0.0,0,0,0.0,1
2959,5,4,1,4,28253.719999999998,0,0,0.0,15.0,1.0,0,0,12.5,1
2960,3,2,1,2,29412.16,0,0,0.0,0.0,0.0,0,0,0.0,1
2961,7,6,1,6,90150.45,1,1,0.16666666666666666,45.0,0.0,0,0,62.5,1
2962,3,2,1,2,28824.76,0,0,0.0,0.0,0.0,0,0,0.0,1
2963,6,4,2,5,75933.67,1,1,0.2,45.0,0.0,0,0,62.5,1
2964,3,2,1,2,25761.399999999998,1,1,0.5,60.0,0.0,1,0,75.0,1
2965,8,7,1,7,89382.36,1,0,0.14285714285714285,15.0,0.0,0,0,17.5,1
2966,2,1,1,1,0.0,0,0,0.0,2.0,0.0,0,0,1.0,0
2967,4,3,1,3,36876.950000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
2968,3,2,1,2,24584.62,0,0,0.0,0.0,0.0,0,0,0.0,1
2969,5,4,1,4,64464.25,0,0,0.0,5.0,0.0,0,0,2.5,1
2970,2,1,1,1,15802.0,0,0,0.0,0.0,0.0,0,0,0.0,0
2971,5,4,1,4,46803.229999999996,1,1,0.25,45.0,1.0,0,0,67.5,1
2972,5,4,1,4,30242.18,0,0,0.0,0.0,0.0,0,0,0.0,1
2973,3,2,1,2,24276.02,0,0,0.0,3.0,0.0,0,0,1.5,1
2974,3,2,1,2,12956.400000000001,1,0,0.5,15.0,0.0,0,0,17.5,1
2975,3,2,1,2,18595.98,1,0,0.5,20.0,0.0,0,0,20.0,1
2976,11,9,2,10,143661.98,2,0,0.2,20.0,0.0,0,0,30.0,1
2977,9,7,2,8,45139.420000000006,0,0,0.0,15.0,1.0,0,0,12.5,1
2978,3,2,1,2,25517.47,0,0,0.0,0.0,0.0,0,0,0.0,1
2979,3,2,1,2,6651.280000000001,0,0,0.0,15.0,1.0,0,0,12.5,1
2980,8,7,1,7,80265.25,1,1,0.14285714285714285,60.0,1.0,0,0,75.0,1
2981,5,3,2,4,50942.89,2,0,0.5,15.0,0.0,0,0,27.5,1
2982,4,3,1,3,24877.92,0,0,0.0,15.0,2.0,0,0,17.5,1
2983,2,1,1,1,18332.79,0,0,0.0,0.0,0.0,0,0,0.0,0
2984,6,5,1,5,67524.08,0,0,0.0,5.0,0.0,0,0,2.5,1
2985,3,2,1,2,24588.55,0,0,0.0,0.0,0.0,0,0,0.0,1
2986,3,2,1,2,29441.01,0,0,0.0,15.0,1.0,0,0,12.5,1
2987,4,2,2,3,13210.9,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
2988,7,5,2,6,60479.89,0,0,0.0,5.0,0.0,0,0,2.5,1
2989,3,2,1,2,11766.64,0,0,0.0,0.0,0.0,0,0,0.0,1
2990,4,3,1,3,46177.19,1,1,0.3333333333333333,45.0,1.0,0,0,67.5,1
2991,3,2,1,2,-8833.939999999999,0,0,0.0,15.0,1.0,0,0,12.5,1
2992,2,1,1,1,-11087.0,0,0,0.0,0.0,0.0,0,0,0.0,0
2993,4,3,1,3,44960.83,0,0,0.0,0.0,0.0,0,0,0.0,1
2994,7,5,2,6,48091.049999999996,1,0,0.16666666666666666,20.0,0.0,0,0,20.0,1
2995,2,1,1,1,16705.45,0,0,0.0,2.0,0.0,0,0,1.0,0
2996,4,3,1,3,31922.07,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
2997,2,1,1,1,13039.21,1,0,1.0,15.0,0.0,0,0,17.5,0
2998,5,4,1,4,65179.340000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
2999,4,2,2,3,10144.759999999998,0,0,0.0,0.0,0.0,0,0,0.0,1
3000,11,8,3,10,51362.850000000006,3,1,0.3,45.0,0.0,0,0,82.5,1
3001,2,1,1,1,13243.78,1,0,1.0,15.0,0.0,0,0,17.5,0
3002,6,4,2,5,59661.630000000005,2,1,0.4,50.0,0.0,0,0,75.0,1
3003,8,5,3,7,101827.84,1,0,0.14285714285714285,15.0,0.0,0,0,17.5,1
3004,4,3,1,3,27474.25,1,0,0.3333333333333333,15.0,1.0,0,0,22.5,1
3005,10,7,3,9,63230.22,0,0,0.0,5.0,0.0,0,0,2.5,1
3006,2,1,1,1,9429.84,0,0,0.0,15.0,1.0,0,0,12.5,0
3007,2,1,1,1,24602.92,1,1,1.0,48.0,0.0,0,0,64.0,0
3008,5,3,2,4,59246.57,1,0,0.25,15.0,0.0,0,0,17.5,1
3009,4,3,1,3,35984.03,0,0,0.0,0.0,0.0,0,0,0.0,1
3010,4,3,1,3,32039.309999999998,0,0,0.0,0.0,0.0,0,0,0.0,1
3011,4,3,1,3,31284.67,0,0,0.0,0.0,0.0,0,0,0.0,1
3012,4,3,1,3,19135.14,0,0,0.0,0.0,0.0,0,0,0.0,1
3013,4,3,1,3,20564.489999999998,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3014,2,1,1,1,295.34,0,0,0.0,0.0,0.0,0,0,0.0,0
3015,2,1,1,1,21842.11,1,0,1.0,25.0,0.0,1,0,27.5,0
3016,3,2,1,2,34745.96,0,0,0.0,0.0,0.0,0,0,0.0,1
3017,2,1,1,1,18552.02,0,0,0.0,0.0,0.0,0,0,0.0,0
3018,6,5,1,5,64358.39,0,0,0.0,0.0,0.0,0,0,0.0,1
3019,8,6,2,7,35382.9,1,1,0.14285714285714285,50.0,0.0,0,0,65.0,1
3020,5,4,1,4,28309.54,0,0,0.0,5.0,0.0,0,0,2.5,1
3021,2,1,1,1,-11885.93,0,0,0.0,0.0,0.0,0,0,0.0,0
3022,2,1,1,1,556.07,0,0,0.0,0.0,0.0,0,0,0.0,0
3023,5,3,2,4,31331.39,0,0,0.0,3.0,0.0,0,0,1.5,1
3024,3,2,1,2,23124.43,0,0,0.0,0.0,0.0,0,0,0.0,1
3025,3,2,1,2,42859.43,0,0,0.0,5.0,0.0,0,0,2.5,1
3026,5,3,2,4,56859.36,1,0,0.25,15.0,0.0,0,0,17.5,1
3027,4,3,1,3,29369.25,0,0,0.0,15.0,1.0,0,0,12.5,1
3028,7,5,2,6,57244.78,0,0,0.0,20.0,1.0,0,0,15.0,1
3029,3,2,1,2,31955.0,0,0,0.0,0.0,0.0,0,0,0.0,1
3030,2,1,1,1,21312.45,1,1,1.0,47.0,0.0,0,0,63.5,0
3031,3,2,1,2,4003.8500000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
3032,9,7,2,8,113228.27,1,0,0.125,15.0,0.0,0,0,17.5,1
3033,2,1,1,1,24397.57,0,0,0.0,3.0,0.0,0,0,1.5,0
3034,4,3,1,3,28389.49,0,0,0.0,0.0,0.0,0,0,0.0,1
3035,3,2,1,2,21549.809999999998,0,0,0.0,3.0,0.0,0,0,1.5,1
3036,2,1,1,1,22657.29,0,0,0.0,0.0,0.0,0,0,0.0,0
3037,9,7,2,8,129413.98,1,0,0.125,15.0,0.0,0,0,17.5,1
3038,3,2,1,2,45971.25,1,0,0.5,20.0,0.0,0,0,20.0,1
3039,4,2,2,3,22830.789999999997,0,0,0.0,0.0,0.0,0,0,0.0,1
3040,4,2,2,3,37942.46,0,0,0.0,0.0,0.0,0,0,0.0,1
3041,3,2,1,2,10989.14,1,0,0.5,15.0,0.0,0,0,17.5,1
3042,3,2,1,2,15612.16,0,0,0.0,0.0,0.0,0,0,0.0,1
3043,9,6,3,8,86606.76,0,0,0.0,8.0,0.0,0,0,4.0,1
3044,3,2,1,2,22742.91,1,1,0.5,45.0,0.0,0,0,62.5,1
3045,4,3,1,3,17321.47,0,0,0.0,0.0,0.0,0,0,0.0,1
3046,3,2,1,2,23332.13,0,0,0.0,0.0,0.0,0,0,0.0,1
3047,2,1,1,1,1067.94,0,0,0.0,0.0,0.0,0,0,0.0,0
3048,6,3,3,5,56690.8,0,0,0.0,0.0,0.0,0,0,0.0,1
3049,4,3,1,3,48242.29,0,0,0.0,3.0,0.0,0,0,1.5,1
3050,3,2,1,2,26408.98,0,0,0.0,0.0,0.0,0,0,0.0,1
3051,5,4,1,4,43591.45,0,0,0.0,0.0,0.0,0,0,0.0,1
3052,6,5,1,5,70215.47,0,0,0.0,0.0,0.0,0,0,0.0,1
3053,4,3,1,3,51887.14,0,0,0.0,15.0,1.0,0,0,12.5,1
3054,6,4,2,5,43913.479999999996,1,1,0.2,65.0,2.0,0,0,82.5,1
3055,4,3,1,3,19974.89,0,0,0.0,15.0,1.0,0,0,12.5,1
3056,2,1,1,1,10203.04,1,0,1.0,15.0,0.0,0,0,17.5,0
3057,5,4,1,4,47346.39,0,0,0.0,3.0,0.0,0,0,1.5,1
3058,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
3059,3,2,1,2,43010.89,0,0,0.0,3.0,0.0,0,0,1.5,1
3060,6,5,1,5,50353.3,0,0,0.0,0.0,0.0,0,0,0.0,1
3061,2,1,1,1,240.95,0,0,0.0,0.0,0.0,0,0,0.0,0
3062,2,1,1,1,4619.63,1,1,1.0,45.0,0.0,0,0,62.5,0
3063,7,5,2,6,65403.11,0,0,0.0,3.0,0.0,0,0,1.5,1
3064,2,1,1,1,23864.6,0,0,0.0,3.0,0.0,0,0,1.5,0
3065,3,2,1,2,30092.39,1,1,0.5,45.0,0.0,0,0,62.5,1
3066,5,4,1,4,50921.04,0,0,0.0,15.0,2.0,0,0,17.5,1
3067,2,1,1,1,20865.95,0,0,0.0,0.0,0.0,0,0,0.0,0
3068,3,2,1,2,15720.94,0,0,0.0,20.0,1.0,0,0,15.0,1
3069,2,1,1,1,14983.94,0,0,0.0,0.0,0.0,0,0,0.0,0
3070,3,2,1,2,31031.18,0,0,0.0,0.0,0.0,0,0,0.0,1
3071,7,5,2,6,85369.96,1,1,0.16666666666666666,45.0,0.0,0,0,62.5,1
3072,2,1,1,1,21577.02,0,0,0.0,0.0,0.0,0,0,0.0,0
3073,4,3,1,3,26.33,0,0,0.0,0.0,0.0,0,0,0.0,1
3074,5,4,1,4,61725.22,0,0,0.0,0.0,0.0,0,0,0.0,1
3075,4,2,2,3,45894.68,0,0,0.0,0.0,0.0,0,0,0.0,1
3076,4,3,1,3,67115.2,0,0,0.0,3.0,0.0,0,0,1.5,1
3077,3,2,1,2,27568.04,2,0,1.0,17.0,0.0,0,0,28.5,1
3078,9,7,2,8,96129.3,0,0,0.0,15.0,1.0,0,0,12.5,1
3079,2,1,1,1,15567.51,0,0,0.0,0.0,0.0,0,0,0.0,0
3080,6,4,2,5,64869.51,1,0,0.2,15.0,0.0,0,0,17.5,1
3081,3,2,1,2,19908.54,0,0,0.0,20.0,1.0,0,0,15.0,1
3082,5,4,1,4,45325.67,0,0,0.0,5.0,0.0,0,0,2.5,1
3083,8,6,2,7,88232.95,1,0,0.14285714285714285,18.0,1.0,0,0,24.0,1
3084,4,3,1,3,39592.96,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3085,2,1,1,1,5814.92,0,0,0.0,0.0,0.0,0,0,0.0,0
3086,3,2,1,2,17014.5,0,0,0.0,0.0,0.0,0,0,0.0,1
3087,3,2,1,2,36659.259999999995,0,0,0.0,0.0,0.0,0,0,0.0,1
3088,4,3,1,3,32215.96,0,0,0.0,3.0,0.0,0,0,1.5,1
3089,5,3,2,4,84491.22,1,1,0.25,48.0,0.0,0,0,64.0,1
3090,2,1,1,1,1350.33,0,0,0.0,0.0,0.0,0,0,0.0,0
3091,3,2,1,2,15712.6,0,0,0.0,5.0,0.0,0,0,2.5,1
3092,3,2,1,2,4605.96,0,0,0.0,0.0,0.0,0,0,0.0,1
3093,6,4,2,5,57077.75,0,0,0.0,8.0,0.0,0,0,4.0,1
3094,5,3,2,4,45294.090000000004,0,0,0.0,3.0,0.0,0,0,1.5,1
3095,3,2,1,2,23514.33,0,0,0.0,0.0,0.0,0,0,0.0,1
3096,4,3,1,3,24421.2,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3097,2,1,1,1,18920.06,0,0,0.0,0.0,0.0,0,0,0.0,0
3098,2,1,1,1,12509.95,0,0,0.0,0.0,0.0,0,0,0.0,0
3099,4,3,1,3,39616.4,0,0,0.0,0.0,0.0,0,0,0.0,1
3100,4,3,1,3,5004.09,0,0,0.0,0.0,0.0,0,0,0.0,1
3101,6,5,1,5,25462.640000000003,2,1,0.4,45.0,0.0,0,0,72.5,1
3102,6,3,3,5,61620.82,1,0,0.2,15.0,0.0,0,0,17.5,1
3103,2,1,1,1,-2471.38,0,0,0.0,0.0,0.0,0,0,0.0,0
3104,5,4,1,4,63555.11,1,1,0.25,45.0,0.0,0,0,62.5,1
3105,3,2,1,2,29432.519999999997,2,1,1.0,50.0,0.0,0,0,75.0,1
3106,2,1,1,1,13716.6,0,0,0.0,2.0,0.0,0,0,1.0,0
3107,3,2,1,2,38816.770000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
3108,2,1,1,1,14241.6,0,0,0.0,0.0,0.0,0,0,0.0,0
3109,4,3,1,3,11091.61,0,0,0.0,17.0,1.0,0,0,13.5,1
3110,2,1,1,1,19715.91,0,0,0.0,0.0,0.0,0,0,0.0,0
3111,3,2,1,2,15094.01,0,0,0.0,0.0,0.0,0,0,0.0,1
3112,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
3113,3,2,1,2,37666.47,0,0,0.0,2.0,0.0,0,0,1.0,1
3114,6,4,2,5,67009.55,2,0,0.4,40.0,3.0,2,0,65.0,1
3115,6,5,1,5,61190.85,1,0,0.2,15.0,0.0,0,0,17.5,1
3116,9,7,2,8,121977.0,1,0,0.125,15.0,0.0,0,0,17.5,1
3117,6,5,1,5,60127.020000000004,2,1,0.4,45.0,0.0,0,0,72.5,1
3118,2,1,1,1,15018.85,0,0,0.0,0.0,0.0,0,0,0.0,0
3119,3,2,1,2,40465.15,0,0,0.0,0.0,0.0,0,0,0.0,1
3120,8,6,2,7,40913.61,0,0,0.0,7.0,0.0,0,0,3.5,1
3121,3,2,1,2,16033.96,0,0,0.0,0.0,0.0,0,0,0.0,1
3122,3,2,1,2,38513.59,0,0,0.0,15.0,1.0,0,0,12.5,1
3123,3,2,1,2,23893.36,0,0,0.0,0.0,0.0,0,0,0.0,1
3124,4,3,1,3,23395.449999999997,0,0,0.0,0.0,0.0,0,0,0.0,1
3125,5,3,2,4,35434.62,0,0,0.0,0.0,0.0,0,0,0.0,1
3126,2,1,1,1,6233.01,0,0,0.0,0.0,0.0,0,0,0.0,0
3127,10,7,3,9,107738.21,1,0,0.1111111111111111,15.0,0.0,0,0,17.5,1
3128,3,2,1,2,28055.370000000003,0,0,0.0,0.0,0.0,0,0,0.0,1
3129,7,5,2,6,88735.66,2,1,0.3333333333333333,55.0,0.0,2,0,87.5,1
3130,4,3,1,3,28145.449999999997,0,0,0.0,0.0,0.0,0,0,0.0,1
3131,3,2,1,2,11375.33,2,1,1.0,45.0,0.0,0,0,72.5,1
3132,5,4,1,4,70378.4,0,0,0.0,0.0,0.0,0,0,0.0,1
3133,4,3,1,3,45935.01,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3134,3,2,1,2,46993.72,0,0,0.0,3.0,0.0,0,0,1.5,1
3135,3,2,1,2,29442.07,0,0,0.0,0.0,0.0,0,0,0.0,1
3136,4,3,1,3,64128.4,0,0,0.0,3.0,0.0,0,0,1.5,1
3137,2,1,1,1,6588.55,0,0,0.0,0.0,0.0,0,0,0.0,0
3138,2,1,1,1,19084.5,0,0,0.0,0.0,0.0,0,0,0.0,0
3139,3,2,1,2,17751.43,0,0,0.0,5.0,0.0,0,0,2.5,1
3140,2,1,1,1,21553.48,1,0,1.0,15.0,0.0,0,0,17.5,0
3141,2,1,1,1,11264.27,0,0,0.0,5.0,0.0,0,0,2.5,0
3142,2,1,1,1,4805.0,0,0,0.0,0.0,0.0,0,0,0.0,0
3143,2,1,1,1,21750.53,0,0,0.0,0.0,0.0,0,0,0.0,0
3144,3,2,1,2,42837.97,1,1,0.5,45.0,0.0,0,0,62.5,1
3145,4,3,1,3,41339.39,0,0,0.0,2.0,0.0,0,0,1.0,1
3146,3,2,1,2,4072.55,0,0,0.0,0.0,0.0,0,0,0.0,1
3147,3,2,1,2,19036.72,0,0,0.0,0.0,0.0,0,0,0.0,1
3148,3,2,1,2,6640.91,0,0,0.0,15.0,1.0,0,0,12.5,1
3149,3,2,1,2,28851.440000000002,0,0,0.0,5.0,0.0,0,0,2.5,1
3150,8,6,2,7,49634.68,0,0,0.0,0.0,0.0,0,0,0.0,1
3151,3,2,1,2,37867.36,0,0,0.0,0.0,0.0,0,0,0.0,1
3152,5,4,1,4,51138.95,0,0,0.0,0.0,0.0,0,0,0.0,1
3153,4,3,1,3,52910.32,0,0,0.0,0.0,0.0,0,0,0.0,1
3154,6,4,2,5,48480.14,2,0,0.4,15.0,0.0,0,0,27.5,1
3155,5,4,1,4,-1590.1100000000004,1,0,0.25,15.0,1.0,0,0,22.5,1
3156,4,3,1,3,17075.67,0,0,0.0,0.0,0.0,0,0,0.0,1
3157,3,2,1,2,40118.64,0,0,0.0,0.0,0.0,0,0,0.0,1
3158,3,2,1,2,11156.97,0,0,0.0,0.0,0.0,0,0,0.0,1
3159,3,2,1,2,3512.7799999999997,1,0,0.5,15.0,0.0,0,0,17.5,1
3160,2,1,1,1,18640.12,0,0,0.0,0.0,0.0,0,0,0.0,0
3161,3,2,1,2,-15390.39,0,0,0.0,0.0,0.0,0,0,0.0,1
3162,4,3,1,3,6139.740000000002,0,0,0.0,0.0,0.0,0,0,0.0,1
3163,3,1,2,2,11917.39,0,0,0.0,0.0,0.0,0,0,0.0,0
3164,5,4,1,4,58275.44,0,0,0.0,15.0,1.0,0,0,12.5,1
3165,4,3,1,3,45707.37,0,0,0.0,5.0,0.0,0,0,2.5,1
3166,2,1,1,1,14494.92,0,0,0.0,5.0,0.0,0,0,2.5,0
3167,3,2,1,2,11202.67,1,0,0.5,15.0,0.0,0,0,17.5,1
3168,3,2,1,2,24960.68,0,0,0.0,0.0,0.0,0,0,0.0,1
3169,3,2,1,2,18521.81,0,0,0.0,15.0,1.0,0,0,12.5,1
3170,2,1,1,1,13117.73,1,1,1.0,45.0,0.0,0,0,62.5,0
3171,3,2,1,2,33701.3,0,0,0.0,0.0,0.0,0,0,0.0,1
3172,4,3,1,3,41122.590000000004,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3173,2,1,1,1,4019.96,0,0,0.0,0.0,0.0,0,0,0.0,0
3174,5,4,1,4,42207.630000000005,1,0,0.25,15.0,0.0,0,0,17.5,1
3175,4,3,1,3,48610.61,0,0,0.0,5.0,0.0,0,0,2.5,1
3176,4,3,1,3,20371.65,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
3177,3,2,1,2,10013.82,0,0,0.0,20.0,1.0,0,0,15.0,1
3178,4,3,1,3,17437.21,0,0,0.0,5.0,0.0,0,0,2.5,1
3179,3,2,1,2,18258.24,0,0,0.0,0.0,0.0,0,0,0.0,1
3180,4,3,1,3,26504.35,0,0,0.0,5.0,0.0,0,0,2.5,1
3181,5,3,2,4,39691.7,1,0,0.25,30.0,1.0,0,0,30.0,1
3182,3,2,1,2,22456.59,0,0,0.0,0.0,0.0,0,0,0.0,1
3183,3,2,1,2,24611.25,0,0,0.0,0.0,0.0,0,0,0.0,1
3184,4,2,2,3,30785.04,0,0,0.0,0.0,0.0,0,0,0.0,1
3185,3,2,1,2,38683.369999999995,0,0,0.0,5.0,0.0,0,0,2.5,1
3186,4,3,1,3,25156.190000000002,0,0,0.0,0.0,0.0,0,0,0.0,1
3187,2,1,1,1,21815.44,0,0,0.0,0.0,0.0,0,0,0.0,0
3188,3,2,1,2,12914.08,0,0,0.0,0.0,0.0,0,0,0.0,1
3189,4,3,1,3,59739.4,0,0,0.0,3.0,0.0,0,0,1.5,1
3190,3,2,1,2,30257.4,0,0,0.0,0.0,0.0,0,0,0.0,1
3191,3,2,1,2,25970.32,1,0,0.5,15.0,0.0,0,0,17.5,1
3192,5,4,1,4,68632.19,2,0,0.5,15.0,0.0,0,0,27.5,1
3193,4,3,1,3,35140.78,0,0,0.0,5.0,0.0,0,0,2.5,1
3194,8,6,2,7,73638.18,3,0,0.42857142857142855,15.0,0.0,0,0,37.5,1
3195,4,3,1,3,35281.909999999996,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
3196,6,4,2,5,49135.65,1,0,0.2,35.0,1.0,0,0,32.5,1
3197,3,2,1,2,20480.48,0,0,0.0,0.0,0.0,0,0,0.0,1
3198,5,4,1,4,69190.35,0,0,0.0,3.0,0.0,0,0,1.5,1
3199,5,3,2,4,57741.53,1,1,0.25,45.0,2.0,0,0,72.5,1
3200,3,2,1,2,19049.63,0,0,0.0,0.0,0.0,0,0,0.0,1
3201,4,3,1,3,23150.72,0,0,0.0,5.0,0.0,0,0,2.5,1
3202,3,2,1,2,12507.91,1,1,0.5,45.0,0.0,0,0,62.5,1
3203,6,5,1,5,46673.46000000001,3,0,0.6,25.0,0.0,0,5,57.5,1
3204,3,2,1,2,15902.41,0,0,0.0,0.0,0.0,0,0,0.0,1
3205,8,6,2,7,45736.61,0,0,0.0,5.0,0.0,0,0,2.5,1
3206,7,5,2,6,56873.24,0,0,0.0,17.0,2.0,0,0,18.5,1
3207,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
3208,3,2,1,2,17340.81,0,0,0.0,0.0,0.0,0,0,0.0,1
3209,8,5,3,7,109649.16,0,0,0.0,15.0,1.0,0,0,12.5,1
3210,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
3211,3,2,1,2,19129.36,0,0,0.0,0.0,0.0,0,0,0.0,1
3212,3,2,1,2,31924.21,0,0,0.0,0.0,0.0,0,0,0.0,1
3213,3,2,1,2,18248.97,0,0,0.0,0.0,0.0,0,0,0.0,1
3214,3,2,1,2,23544.710000000003,0,0,0.0,5.0,0.0,0,0,2.5,1
3215,3,2,1,2,1308.76,0,0,0.0,0.0,0.0,0,0,0.0,1
3216,3,2,1,2,13952.1,0,0,0.0,0.0,0.0,0,0,0.0,1
3217,2,1,1,1,3921.13,0,0,0.0,0.0,0.0,0,0,0.0,0
3218,3,2,1,2,37871.020000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
3219,5,4,1,4,22507.440000000002,2,2,0.5,85.0,2.0,2,4,154.5,1
3220,5,4,1,4,39504.69,0,0,0.0,0.0,0.0,0,0,0.0,1
3221,4,3,1,3,47831.14,0,0,0.0,5.0,0.0,0,0,2.5,1
3222,2,1,1,1,14827.93,1,0,1.0,15.0,0.0,0,0,17.5,0
3223,2,1,1,1,2136.74,0,0,0.0,0.0,0.0,0,0,0.0,0
3224,5,4,1,4,41950.0,0,0,0.0,5.0,0.0,0,0,2.5,1
3225,3,2,1,2,22930.07,0,0,0.0,0.0,0.0,0,0,0.0,1
3226,2,1,1,1,644.41,0,0,0.0,5.0,0.0,0,0,2.5,0
3227,5,4,1,4,60931.53,0,0,0.0,0.0,0.0,0,0,0.0,1
3228,4,3,1,3,21549.34,0,0,0.0,0.0,0.0,0,0,0.0,1
3229,4,3,1,3,26869.1,0,0,0.0,0.0,0.0,0,0,0.0,1
3230,2,1,1,1,12602.39,1,0,1.0,30.0,1.0,0,0,30.0,0
3231,5,4,1,4,53119.78,0,0,0.0,5.0,0.0,0,0,2.5,1
3232,5,3,2,4,49184.09,0,0,0.0,0.0,0.0,0,0,0.0,1
3233,2,1,1,1,8178.7,0,0,0.0,0.0,0.0,0,0,0.0,0
3234,3,2,1,2,12495.46,1,0,0.5,15.0,0.0,0,0,17.5,1
3235,2,1,1,1,11554.9,0,0,0.0,15.0,1.0,0,0,12.5,0
3236,3,2,1,2,26065.73,0,0,0.0,0.0,0.0,0,0,0.0,1
3237,2,1,1,1,24234.05,0,0,0.0,3.0,0.0,0,0,1.5,0
3238,2,1,1,1,265.74,0,0,0.0,0.0,0.0,0,0,0.0,0
3239,3,2,1,2,35091.14,1,1,0.5,45.0,0.0,0,0,62.5,1
3240,3,2,1,2,24156.2,0,0,0.0,15.0,1.0,0,0,12.5,1
3241,2,1,1,1,237.26,1,0,1.0,15.0,0.0,0,0,17.5,0
3242,2,1,1,1,7068.99,0,0,0.0,5.0,0.0,0,0,2.5,0
3243,4,3,1,3,41015.25,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
3244,3,2,1,2,17420.87,0,0,0.0,0.0,0.0,0,0,0.0,1
3245,3,2,1,2,4948.65,0,0,0.0,0.0,0.0,0,0,0.0,1
3246,5,4,1,4,66369.45999999999,1,1,0.25,60.0,1.0,0,0,75.0,1
3247,3,2,1,2,21480.5,0,0,0.0,0.0,0.0,0,0,0.0,1
3248,3,2,1,2,23460.77,0,0,0.0,0.0,0.0,0,0,0.0,1
3249,2,1,1,1,7842.13,1,1,1.0,45.0,0.0,0,0,62.5,0
3250,6,4,2,5,6992.299999999997,1,0,0.2,25.0,1.0,0,0,27.5,1
3251,2,1,1,1,5293.67,0,0,0.0,0.0,0.0,0,0,0.0,0
3252,8,6,2,7,100157.45,1,0,0.14285714285714285,15.0,1.0,0,0,22.5,1
3253,3,2,1,2,16722.54,0,0,0.0,0.0,0.0,0,0,0.0,1
3254,2,1,1,1,3247.55,0,0,0.0,0.0,0.0,0,0,0.0,0
3255,5,4,1,4,30043.760000000002,0,0,0.0,0.0,0.0,0,0,0.0,1
3256,2,1,1,1,8135.43,0,0,0.0,0.0,0.0,0,0,0.0,0
3257,2,1,1,1,11784.6,0,0,0.0,0.0,0.0,0,0,0.0,0
3258,2,1,1,1,21262.82,0,0,0.0,0.0,0.0,0,0,0.0,0
3259,2,1,1,1,21968.65,0,0,0.0,0.0,0.0,0,0,0.0,0
3260,3,2,1,2,15173.699999999999,1,0,0.5,20.0,0.0,0,0,20.0,1
3261,3,2,1,2,23370.77,0,0,0.0,0.0,0.0,0,0,0.0,1
3262,3,2,1,2,46821.79,0,0,0.0,0.0,0.0,0,0,0.0,1
3263,2,1,1,1,15166.74,0,0,0.0,0.0,0.0,0,0,0.0,0
3264,5,3,2,4,13192.51,1,0,0.25,15.0,0.0,0,0,17.5,1
3265,3,2,1,2,18681.16,0,0,0.0,0.0,0.0,0,0,0.0,1
3266,5,3,2,4,28225.1,0,0,0.0,0.0,0.0,0,0,0.0,1
3267,6,5,1,5,60539.130000000005,2,1,0.4,47.0,1.0,0,0,78.5,1
3268,2,1,1,1,23001.8,0,0,0.0,0.0,0.0,0,0,0.0,0
3269,5,4,1,4,27796.42,1,0,0.25,20.0,1.0,0,0,25.0,1
3270,3,2,1,2,22635.64,0,0,0.0,0.0,0.0,0,0,0.0,1
3271,4,3,1,3,41614.04,0,0,0.0,0.0,0.0,0,0,0.0,1
3272,4,3,1,3,28994.35,0,0,0.0,0.0,0.0,0,0,0.0,1
3273,4,3,1,3,47350.67,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
3274,5,4,1,4,12010.37,1,1,0.25,50.0,0.0,0,0,65.0,1
