merchant_id,merchant_name,merchant_category_final,transaction_count,transaction_value,average_transaction_value,chargeback_transactions,fraud_chargeback_transactions,high_risk_transactions,risky_status_transactions,high_chargeback_merchant_transactions,chargeback_ratio,fraud_chargeback_ratio,high_risk_transaction_ratio
MCH9813,Modi Group,PHARMACY,3,32525.079999999998,10841.693333333333,0,0,0,3,0,0.0,0.0,0.0
MCH9827,Chaudry and Sons,DEPARTMENT STORE,3,47831.14,15943.713333333333,0,0,0,0,0,0.0,0.0,0.0
MCH9834,"Gill, Varghese and Ganesh",MEDICAL_STORE,3,35979.229999999996,17989.614999999998,0,0,0,0,0,0.0,0.0,0.0
MCH9848,B0rde Inc,RETAIL,3,53306.990000000005,17768.99666666667,0,0,0,0,0,0.0,0.0,0.0
MCH9863,,,3,31575.28,10525.093333333332,0,0,0,0,0,0.0,0.0,0.0
MCH9864,,,3,29457.269999999997,9819.089999999998,0,0,0,0,0,0.0,0.0,0.0
MCH9871,,,3,33477.56,11159.186666666666,0,0,0,0,0,0.0,0.0,0.0
MCH9880,,,3,35994.729999999996,11998.243333333332,0,0,0,0,0,0.0,0.0,0.0
MCH9884,Sidhu Group,HOTEL_LODGING,3,43657.79,14552.596666666666,0,0,0,0,0,0.0,0.0,0.0
MCH9892,,,3,9421.85,3140.616666666667,0,0,0,0,0,0.0,0.0,0.0
MCH9899,,,3,42918.81,14306.269999999999,0,0,0,0,0,0.0,0.0,0.0
MCH9900,,,3,12973.839999999998,4324.613333333333,0,0,0,0,0,0.0,0.0,0.0
MCH9903,,,3,18270.17,6090.056666666666,0,0,0,0,0,0.0,0.0,0.0
MCH9912,,,3,23870.33,7956.776666666668,0,0,0,0,0,0.0,0.0,0.0
MCH9918,"Jha, Kumer and Srivastava",APPAREL,3,43498.68,14499.56,0,0,0,0,0,0.0,0.0,0.0
MCH9922,Chand-Jain,GROCERY,3,36434.770000000004,12144.923333333334,0,0,0,0,0,0.0,0.0,0.0
MCH9929,,,3,16314.87,5438.29,0,0,0,0,0,0.0,0.0,0.0
MCH9931,"Wadhwa, Loyal and Bhat",TELECOM,3,12501.6,6250.8,0,0,0,0,0,0.0,0.0,0.0
MCH9936,,,3,29210.72,9736.906666666668,0,0,0,0,0,0.0,0.0,0.0
MCH9940,"Thakur, Chokshi and Char",APPAREL,3,48092.75,16030.916666666666,0,0,0,0,0,0.0,0.0,0.0
MCH9948,,,3,19973.27,19973.27,0,0,0,0,0,0.0,0.0,0.0
MCH9949,Lanka Ltd,TRAVEL,3,19974.89,9987.445,0,0,0,0,0,0.0,0.0,0.0
MCH9950,,,3,31410.02,10470.006666666666,0,0,0,0,0,0.0,0.0,0.0
MCH9954,"Dutta, J0ha1 and Char",APPAREL,3,38701.81,12900.603333333333,0,0,0,0,0,0.0,0.0,0.0
MCH9961,,,3,52002.229999999996,17334.076666666664,0,0,0,0,0,0.0,0.0,0.0
MCH1003,"Nayar, Batta and Barad",APPAREL,2,18029.879999999997,9014.939999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1004,Pillai-Mohan,TRAVEL,2,9870.740000000002,4935.370000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1005,SAGAR AND SONS,MEDICAL_STORE,2,14599.21,7299.605,0,0,0,0,0,0.0,0.0,0.0
MCH1006,,,2,13964.060000000001,6982.030000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1009,Bha11a-Dave,TRANSPORT,2,32937.47,16468.735,0,0,0,0,0,0.0,0.0,0.0
MCH1016,"Reddy, Amble and Parmar",TELECOM,2,30550.47,15275.235,0,0,0,0,0,0.0,0.0,0.0
MCH1020,Garg-Kale,TRANSPORT,2,22912.47,11456.235,0,0,0,0,0,0.0,0.0,0.0
MCH1022,Ramesh-Bhat,OTHER,2,35774.61,17887.305,0,0,0,0,0,0.0,0.0,0.0
MCH1024,,,2,22788.01,11394.005,0,0,0,0,0,0.0,0.0,0.0
MCH1034,DEVI-CHAUDHARI,HOTEL_LODGING,2,9679.1,4839.55,0,0,0,0,0,0.0,0.0,0.0
MCH1047,Rana-Aurora,TELECOM,2,16082.83,8041.415,0,0,0,0,0,0.0,0.0,0.0
MCH1055,Dhingra-Kapoor,RETAIL,2,27225.28,13612.64,0,0,0,0,0,0.0,0.0,0.0
MCH1056,Mital-Jhaveri,DEPARTMENT STORE,2,25903.170000000002,12951.585000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1062,,,2,16069.170000000002,8034.585000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1063,"Samra, Sur and Venkataraman",MISC_RETAIL,2,37797.42,18898.71,0,0,0,0,0,0.0,0.0,0.0
MCH1100,swamy inc,RETAIL,2,24870.09,12435.045,0,0,0,2,0,0.0,0.0,0.0
MCH1103,,,2,13854.54,6927.27,0,0,0,0,0,0.0,0.0,0.0
MCH1128,Natt-Keer,MISC_RETAIL,2,4003.8500000000004,2001.9250000000002,0,0,0,0,0,0.0,0.0,0.0
MCH1130,"K0thari, Singh and Sura",DEPARTMENT STORE,2,28180.04,14090.02,0,0,0,0,0,0.0,0.0,0.0
MCH1132,Cheema Inc,MISC_RETAIL,2,18170.32,9085.16,0,0,0,0,0,0.0,0.0,0.0
MCH1134,"Sani, Uppal and Pillai",PHARMACY,2,23434.6,11717.3,0,0,0,0,0,0.0,0.0,0.0
MCH1136,"bahri, kanda and seth",BOOKS,2,30824.799999999996,15412.399999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1148,Deep-Manda,TRANSPORT,2,24264.29,12132.145,0,0,0,0,0,0.0,0.0,0.0
MCH1155,Sha LLC,TRANSPORT,2,-3913.1399999999994,-1956.5699999999997,0,0,0,0,0,0.0,0.0,0.0
MCH1156,,,2,16735.89,8367.945,0,0,0,0,0,0.0,0.0,0.0
MCH1158,,,2,7604.06,3802.03,0,0,0,0,0,0.0,0.0,0.0
MCH1159,Sabharwal-Gole,TELECOM,2,22642.06,11321.03,0,0,0,0,0,0.0,0.0,0.0
MCH1161,"Kuruvilla, Pall and Ravel",GROCERY,2,30372.559999999998,15186.279999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1165,,,2,12593.93,12593.93,0,0,0,0,0,0.0,0.0,0.0
MCH1167,,,2,23441.03,11720.515,0,0,0,0,0,0.0,0.0,0.0
MCH1172,,,2,11474.62,11474.62,0,0,0,0,0,0.0,0.0,0.0
MCH1174,,,2,-14466.0,-7233.0,0,0,0,0,0,0.0,0.0,0.0
MCH1185,"Buch, Barad and Toor",OTHER,2,32752.04,16376.02,0,0,0,0,0,0.0,0.0,0.0
MCH1188,M0rar Ltd,PHARMACY,2,19562.15,9781.075,0,0,0,0,0,0.0,0.0,0.0
MCH1190,,,2,8321.18,4160.59,0,0,0,0,0,0.0,0.0,0.0
MCH1198,,,2,27661.93,13830.965,0,0,0,0,0,0.0,0.0,0.0
MCH1200,  Vora and Sons  ,APPAREL,2,8454.16,8454.16,0,0,0,0,0,0.0,0.0,0.0
MCH1213,Ray LLC,PHARMACY,2,27778.83,13889.415,0,0,0,0,0,0.0,0.0,0.0
MCH1215,,,2,29019.82,14509.91,0,0,0,0,0,0.0,0.0,0.0
MCH1216,"Agarwal, Dave and Vala",HOTEL_LODGING,2,10757.02,5378.51,0,0,0,0,0,0.0,0.0,0.0
MCH1219,Khare-Puri,FOOD_SERVICES,2,36141.869999999995,18070.934999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1222,Dass-Dugar,GROCERY,2,28402.3,14201.15,0,0,0,0,0,0.0,0.0,0.0
MCH1231,,,2,24485.5,12242.75,0,0,0,0,0,0.0,0.0,0.0
MCH1232,,,2,27975.33,13987.665,0,0,0,0,0,0.0,0.0,0.0
MCH1241,,,2,9562.58,9562.58,0,0,0,0,0,0.0,0.0,0.0
MCH1242,,,2,20070.11,10035.055,0,0,0,0,0,0.0,0.0,0.0
MCH1250,Ben-Thaman,GROCERY,2,19895.079999999998,9947.539999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1266,,,2,23593.190000000002,11796.595000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1268,Vyas Ltd,RETAIL,2,23332.13,23332.13,0,0,0,0,0,0.0,0.0,0.0
MCH1271,,,2,23677.14,11838.57,0,0,0,0,0,0.0,0.0,0.0
MCH1272,  Garg Inc  ,TRANSPORT,2,16220.59,16220.59,0,0,0,0,0,0.0,0.0,0.0
MCH1282,,,2,19846.23,19846.23,0,0,0,0,0,0.0,0.0,0.0
MCH1285,hayer plc,MEDICAL,2,37871.020000000004,18935.510000000002,0,0,0,0,0,0.0,0.0,0.0
MCH1293,"Kohli, Rajan and Nair",APPAREL,2,17012.71,8506.355,0,0,0,0,0,0.0,0.0,0.0
MCH1294,Rajagopalan Group,MEDICAL,2,34821.93,17410.965,0,0,0,0,0,0.0,0.0,0.0
MCH1295,,,2,10856.18,10856.18,0,0,0,0,0,0.0,0.0,0.0
MCH1298,"Raghavan,ReddyandSangha",STATIONERY,2,13232.29,13232.29,0,0,0,0,0,0.0,0.0,0.0
MCH1306,,,2,20656.54,10328.27,0,0,0,0,0,0.0,0.0,0.0
MCH1311,"Dugal, Munshi and Kunda",TELECOM,2,8245.529999999999,4122.764999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1313,,,2,39674.240000000005,19837.120000000003,0,0,0,0,0,0.0,0.0,0.0
MCH1315,,,2,32749.0,16374.5,0,0,0,0,0,0.0,0.0,0.0
MCH1317,,,2,33698.71,16849.355,0,0,0,0,0,0.0,0.0,0.0
MCH1319,,,2,40970.31,20485.155,0,0,0,0,0,0.0,0.0,0.0
MCH1322,,,2,32346.15,16173.075,0,0,0,0,0,0.0,0.0,0.0
MCH1324,"EDWIN, SAVANT AND TANDON",HOTEL_LODGING,2,18877.75,9438.875,0,0,0,0,0,0.0,0.0,0.0
MCH1326,"Chaudhry, Agrawa1 and Sridhar",BOOKS,2,15542.54,7771.27,0,0,0,0,0,0.0,0.0,0.0
MCH1333,Sastry PLC,PHONE SERVICE,2,4670.91,4670.91,0,0,0,0,0,0.0,0.0,0.0
MCH1335,"Wagle, Kamdar and Mallick",HOTEL_LODGING,2,10978.64,5489.32,0,0,0,2,0,0.0,0.0,0.0
MCH1337,,,2,5637.93,5637.93,0,0,0,0,0,0.0,0.0,0.0
MCH1338,,,2,22507.38,11253.69,0,0,0,0,0,0.0,0.0,0.0
MCH1344,,,2,27578.97,13789.485,0,0,0,0,0,0.0,0.0,0.0
MCH1350,"KRISHNAMURTHY, DUTT AND SURA",PHONE SERVICE,2,34830.409999999996,17415.204999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1352,MUKHERJEE-SETHI,FOOD_SERVICES,2,11455.79,11455.79,0,0,0,0,0,0.0,0.0,0.0
MCH1360,,,2,187.22,187.22,0,0,0,0,0,0.0,0.0,0.0
MCH1383,dubey group,GROCERY,2,1268.57,1268.57,0,0,0,0,0,0.0,0.0,0.0
MCH1385,,,2,33196.94,16598.47,0,0,0,0,0,0.0,0.0,0.0
MCH1386,,,2,19278.02,9639.01,0,0,0,0,0,0.0,0.0,0.0
MCH1387,HANDA-TALWAR,TRAVEL,2,28445.72,14222.86,0,0,0,0,0,0.0,0.0,0.0
MCH1390,,,2,26695.22,13347.61,0,0,0,0,0,0.0,0.0,0.0
MCH1391,,,2,36336.490000000005,18168.245000000003,0,0,0,0,0,0.0,0.0,0.0
MCH1394,,,2,8917.51,4458.755,0,0,0,0,0,0.0,0.0,0.0
MCH1399,,,2,27958.61,13979.305,0,0,0,0,0,0.0,0.0,0.0
MCH1402,,,2,21154.829999999998,10577.414999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1405,Sawhney-Naru1a,MEDICAL_STORE,2,40855.869999999995,20427.934999999998,0,0,0,2,0,0.0,0.0,0.0
MCH1406,Parmer-Goswami,HOTEL_LODGING,2,10790.83,10790.83,0,0,0,0,0,0.0,0.0,0.0
MCH1408,,,2,29570.84,14785.42,0,0,0,0,0,0.0,0.0,0.0
MCH1411,,,2,23184.92,11592.46,0,0,0,0,0,0.0,0.0,0.0
MCH1413,,,2,20951.7,10475.85,0,0,0,0,0,0.0,0.0,0.0
MCH1415,,,2,21461.27,10730.635,0,0,0,0,0,0.0,0.0,0.0
MCH1419,,,2,30698.16,15349.08,0,0,0,0,0,0.0,0.0,0.0
MCH1423,,,2,15958.02,7979.01,0,0,0,0,0,0.0,0.0,0.0
MCH1427,,,2,20139.96,10069.98,0,0,0,0,0,0.0,0.0,0.0
MCH1440,,,2,29177.48,14588.74,0,0,0,0,0,0.0,0.0,0.0
MCH1442,  Wadhwa-Walla  ,HOTEL_LODGING,2,0.0,,0,0,0,0,0,0.0,0.0,0.0
MCH1445,Wali PLC,GROCERY,2,19229.71,9614.855,0,0,0,0,0,0.0,0.0,0.0
MCH1451,,,2,11155.68,11155.68,0,0,0,0,0,0.0,0.0,0.0
MCH1461,,,2,16080.5,8040.25,0,0,0,0,0,0.0,0.0,0.0
MCH1464,,,2,26584.04,13292.02,0,0,0,0,0,0.0,0.0,0.0
MCH1470,,,2,12572.82,6286.41,0,0,0,0,0,0.0,0.0,0.0
MCH1471,,,2,18705.12,9352.56,0,0,0,0,0,0.0,0.0,0.0
MCH1475,"Bora, Bhakta and Aurora",DEPARTMENT STORE,2,9564.6,4782.3,0,0,0,0,0,0.0,0.0,0.0
MCH1477,Ahluwalia-Devan,MEDICAL_STORE,2,26984.47,13492.235,0,0,0,0,0,0.0,0.0,0.0
MCH1483,Mohan-Kari,BOOKS,2,36582.4,18291.2,0,0,0,0,0,0.0,0.0,0.0
MCH1504,,,2,21879.59,21879.59,0,0,0,0,0,0.0,0.0,0.0
MCH1510,,,2,9546.6,9546.6,0,0,0,0,0,0.0,0.0,0.0
MCH1520,,,2,12302.25,6151.125,0,0,0,0,0,0.0,0.0,0.0
MCH1532,,,2,8362.75,8362.75,0,0,0,0,0,0.0,0.0,0.0
MCH1534,,,2,12633.26,6316.63,0,0,0,0,0,0.0,0.0,0.0
MCH1535,,,2,32493.440000000002,16246.720000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1536,,,2,35447.14,17723.57,0,0,0,0,0,0.0,0.0,0.0
MCH1541,Bhattacharyya-Hans,HOTEL_LODGING,2,20028.31,10014.155,0,0,0,0,0,0.0,0.0,0.0
MCH1548,,,2,37740.69,18870.345,0,0,0,0,0,0.0,0.0,0.0
MCH1549,,,2,24354.35,12177.175,0,0,0,0,0,0.0,0.0,0.0
MCH1551,malhotra-subramanian,FOOD_SERVICES,2,28629.1,14314.55,0,0,0,0,0,0.0,0.0,0.0
MCH1561,Gera-Kota,BOOKS,2,37091.94,18545.97,0,0,0,0,0,0.0,0.0,0.0
MCH1567,  Samra PLC  ,APPAREL,2,3099.73,1549.865,0,0,0,0,0,0.0,0.0,0.0
MCH1568,Chandran Ltd,HOTEL_LODGING,2,42361.42,21180.71,0,0,0,0,0,0.0,0.0,0.0
MCH1569,"Bal, Wali and Sheth",MOBILE RECHARGE,2,18507.47,9253.735,0,0,0,0,0,0.0,0.0,0.0
MCH1571,"Rao, Viswanathan and Joshi",TRANSPORT,2,34583.45,17291.725,0,0,0,0,0,0.0,0.0,0.0
MCH1575,,,2,10674.11,5337.055,0,0,0,0,0,0.0,0.0,0.0
MCH1580,"  Subramaniam, Krishnamurthy and Din  ",MISC_RETAIL,2,36620.44,18310.22,0,0,0,0,0,0.0,0.0,0.0
MCH1596,,,2,25347.11,12673.555,0,0,0,0,0,0.0,0.0,0.0
MCH1597,,,2,14060.4,7030.2,0,0,0,0,0,0.0,0.0,0.0
MCH1598,,,2,27080.34,13540.17,0,0,0,0,0,0.0,0.0,0.0
MCH1599,RASTOGI-KUMER,DEPARTMENT STORE,2,15645.01,15645.01,0,0,0,0,0,0.0,0.0,0.0
MCH1602,,,2,42859.43,21429.715,0,0,0,0,0,0.0,0.0,0.0
MCH1607,,,2,23864.08,11932.04,0,0,0,0,0,0.0,0.0,0.0
MCH1611,Karan-Kibe,GROCERY,2,28691.14,14345.57,0,0,0,0,0,0.0,0.0,0.0
MCH1622,,,2,16579.05,16579.05,0,0,0,0,0,0.0,0.0,0.0
MCH1626,,,2,31413.8,15706.9,0,0,0,0,0,0.0,0.0,0.0
MCH1627,DUA LTD,MISC_RETAIL,2,22298.17,11149.085,0,0,0,0,0,0.0,0.0,0.0
MCH1628,,,2,44396.59,22198.295,0,0,0,0,0,0.0,0.0,0.0
MCH1631,,,2,11188.1,11188.1,0,0,0,0,0,0.0,0.0,0.0
MCH1634,,,2,18613.04,18613.04,0,0,0,0,0,0.0,0.0,0.0
MCH1637,,,2,9536.279999999999,4768.139999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1639,Halder Inc,GROCERY,2,17528.65,8764.325,0,0,0,0,0,0.0,0.0,0.0
MCH1645,,,2,6777.45,6777.45,0,0,0,0,0,0.0,0.0,0.0
MCH1648,,,2,28081.06,14040.53,0,0,0,0,0,0.0,0.0,0.0
MCH1653,  Mitra Inc  ,HOTEL_LODGING,2,23881.15,11940.575,0,0,0,0,0,0.0,0.0,0.0
MCH1656,Dhar PLC,DEPARTMENT STORE,2,9156.67,9156.67,0,0,0,0,0,0.0,0.0,0.0
MCH1660,,,2,35831.38,17915.69,0,0,0,0,0,0.0,0.0,0.0
MCH1663,"Edwin, Kala and Barad",TRANSPORT,2,42118.62,21059.31,0,0,0,0,0,0.0,0.0,0.0
MCH1664,Karan Ltd,TRAVEL,2,34642.7,17321.35,0,0,0,0,0,0.0,0.0,0.0
MCH1668,,,2,17613.670000000002,8806.835000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1669,,,2,28696.129999999997,14348.064999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1675,"sarma, saxena and chandran",DEPARTMENT STORE,2,25225.8,12612.9,0,0,0,2,0,0.0,0.0,0.0
MCH1680,"Dube, Sekhon and Nagarajan",APPAREL,2,37415.79,18707.895,0,0,0,0,0,0.0,0.0,0.0
MCH1686,Chokshi and Sons,STATIONERY,2,35664.11,17832.055,0,0,0,0,0,0.0,0.0,0.0
MCH1689,,,2,18345.39,9172.695,0,0,0,0,0,0.0,0.0,0.0
MCH1694,,,2,13310.36,6655.18,0,0,0,0,0,0.0,0.0,0.0
MCH1696,Rai and Sons,DEPARTMENT STORE,2,14936.84,14936.84,0,0,0,0,0,0.0,0.0,0.0
MCH1697,Sodhi-Ramakrishnan,TELECOM,2,28537.73,14268.865,0,0,0,2,0,0.0,0.0,0.0
MCH1699,,,2,26615.5,13307.75,0,0,0,0,0,0.0,0.0,0.0
MCH1717,,,2,18981.09,9490.545,0,0,0,0,0,0.0,0.0,0.0
MCH1726,RAJA AND SONS,TRANSPORT,2,28851.440000000002,14425.720000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1732,Badal-Chacko,TRAVEL,2,22456.59,11228.295,0,0,0,0,0,0.0,0.0,0.0
MCH1736,Barman Inc,TRANSPORT,2,17609.54,17609.54,0,0,0,0,0,0.0,0.0,0.0
MCH1749,,,2,31125.31,15562.655,0,0,0,0,0,0.0,0.0,0.0
MCH1752,,,2,15674.630000000001,7837.3150000000005,0,0,0,0,0,0.0,0.0,0.0
MCH1754,,,2,38094.619999999995,19047.309999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1763,  Dhillon Ltd  ,DEPARTMENT STORE,2,8197.470000000001,4098.735000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1768,"  Mody, Tata and Chatterjee  ",TRANSPORT,2,4982.6900000000005,2491.3450000000003,0,0,0,0,0,0.0,0.0,0.0
MCH1770,Prabhu Inc,GROCERY,2,27788.690000000002,13894.345000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1771,,,2,24088.16,12044.08,0,0,0,0,0,0.0,0.0,0.0
MCH1773,Prakash-Malhotra,GROCERY,2,19528.29,9764.145,0,0,0,0,0,0.0,0.0,0.0
MCH1774,"chawla, luthra and kapur",PHONE SERVICE,2,31924.21,15962.105,0,0,0,0,0,0.0,0.0,0.0
MCH1777,,,2,11359.98,5679.99,0,0,0,0,0,0.0,0.0,0.0
MCH1780,,,2,11349.85,5674.925,0,0,0,0,0,0.0,0.0,0.0
MCH1793,Jaggi PLC,HOTEL_LODGING,2,22780.0,11390.0,0,0,0,0,0,0.0,0.0,0.0
MCH1794,,,2,9234.99,4617.495,0,0,0,0,0,0.0,0.0,0.0
MCH1804,,,2,5356.9,5356.9,0,0,0,0,0,0.0,0.0,0.0
MCH1806,Thaker-Dutt,APPAREL,2,12729.6,6364.8,0,0,0,0,0,0.0,0.0,0.0
MCH1809,Grewal Inc,DEPARTMENT STORE,2,14698.16,7349.08,0,0,0,0,0,0.0,0.0,0.0
MCH1812,Om PLC,FOOD_SERVICES,2,22850.57,11425.285,0,0,0,0,0,0.0,0.0,0.0
MCH1816,Aurora-Kata,RETAIL,2,34066.020000000004,17033.010000000002,0,0,0,0,0,0.0,0.0,0.0
MCH1817,Wadhwa Group,TELECOM,2,24676.769999999997,12338.384999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1821,,,2,25380.719999999998,12690.359999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1824,,,2,12405.86,12405.86,0,0,0,0,0,0.0,0.0,0.0
MCH1825,,,2,3192.5300000000007,1596.2650000000003,0,0,0,0,0,0.0,0.0,0.0
MCH1827,  Saha Ltd  ,OTHER,2,35763.130000000005,17881.565000000002,0,0,0,0,0,0.0,0.0,0.0
MCH1829,Ramaswamy Group,TRANSPORT,2,27279.45,13639.725,0,0,0,0,0,0.0,0.0,0.0
MCH1835,,,2,20269.739999999998,10134.869999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1836,"  Nazareth, Bahl and Manda  ",GROCERY,2,14955.13,7477.565,0,0,0,0,0,0.0,0.0,0.0
MCH1851,,,2,40741.229999999996,20370.614999999998,0,0,0,0,0,0.0,0.0,0.0
MCH1852,Prabhu Group,GROCERY,2,36404.45,18202.225,0,0,0,0,0,0.0,0.0,0.0
MCH1857,,,2,16468.77,8234.385,0,0,0,0,0,0.0,0.0,0.0
MCH1863,  Sachar-Gokhale  ,BOOKS,2,26678.510000000002,13339.255000000001,0,0,0,0,0,0.0,0.0,0.0
MCH1871,,,2,28338.89,14169.445,0,0,0,0,0,0.0,0.0,0.0
MCH1883,"BAHL, KASHYAP AND SIBAL",FOOD_SERVICES,2,38737.85,19368.925,0,0,0,0,0,0.0,0.0,0.0
MCH1888,,,2,24075.379999999997,12037.689999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1891,,,2,23202.9,11601.45,0,0,0,0,0,0.0,0.0,0.0
MCH1896,,,2,38168.07,19084.035,0,0,0,0,0,0.0,0.0,0.0
MCH1906,"TANEJA, MAHAJAN AND SARNA",RETAIL,2,28451.8,14225.9,0,0,0,0,0,0.0,0.0,0.0
MCH1909,murthy and sons,BOOKS,2,23668.23,11834.115,0,0,0,0,0,0.0,0.0,0.0
MCH1913,"Sandal, Srinivas and Lata",PHARMACY,2,10989.02,5494.51,0,0,0,0,0,0.0,0.0,0.0
MCH1915,,,2,23514.33,11757.165,0,0,0,0,0,0.0,0.0,0.0
MCH1918,,,2,0.0,,0,0,0,0,0,0.0,0.0,0.0
MCH1920,,,2,12652.34,6326.17,0,0,0,0,0,0.0,0.0,0.0
MCH1923,Barad-Devan,APPAREL,2,27332.88,13666.44,0,0,0,0,0,0.0,0.0,0.0
MCH1927,,,2,23191.739999999998,11595.869999999999,0,0,0,0,0,0.0,0.0,0.0
MCH1931,,,2,13564.24,13564.24,0,0,0,0,0,0.0,0.0,0.0
MCH1932,,,2,38513.59,19256.795,0,0,0,0,0,0.0,0.0,0.0
MCH1933,,,2,34334.54,17167.27,0,0,0,0,0,0.0,0.0,0.0
MCH1935,,,2,7959.91,3979.955,0,0,0,0,0,0.0,0.0,0.0
MCH1939,"Lal,SahniandChopra",HOTEL_LODGING,2,27147.32,13573.66,0,0,0,0,0,0.0,0.0,0.0
MCH1950,,,2,33720.29,16860.145,0,0,0,0,0,0.0,0.0,0.0
MCH1954,"Kunda, Kata and Shetty",TELECOM,2,13773.64,13773.64,0,0,0,0,0,0.0,0.0,0.0
MCH1961,,,2,27969.56,13984.78,0,0,0,0,0,0.0,0.0,0.0
MCH1972,,,2,24065.3,12032.65,0,0,0,0,0,0.0,0.0,0.0
MCH1974,Kap00r LLC,TRANSPORT,2,22661.97,11330.985,0,0,0,0,0,0.0,0.0,0.0
MCH1977,Mukherjee-Menon,DEPARTMENT STORE,2,12914.08,6457.04,0,0,0,0,0,0.0,0.0,0.0
MCH1980,,,2,35488.53,17744.265,0,0,0,0,0,0.0,0.0,0.0
MCH1983,,,2,18249.39,9124.695,0,0,0,0,0,0.0,0.0,0.0
MCH1984,"Lala, Wagle and Bal",APPAREL,2,33246.090000000004,16623.045000000002,0,0,0,0,0,0.0,0.0,0.0
MCH1985,,,2,9740.85,9740.85,0,0,0,0,0,0.0,0.0,0.0
MCH1986,"Bains, Chanda and Gh0sh",RETAIL,2,1022.11,1022.11,0,0,0,0,0,0.0,0.0,0.0
MCH1995,"Mand, Halder and Rajagopalan",BOOKS,2,36560.84,18280.42,0,0,0,0,0,0.0,0.0,0.0
MCH1999,,,2,23725.03,23725.03,0,0,0,0,0,0.0,0.0,0.0
MCH2009,"Tiwari, Naidu and Muni",APPAREL,2,9248.8,4624.4,0,0,0,0,0,0.0,0.0,0.0
MCH2033,"Munshi, Sundaram and Bhasin",APPAREL,2,-7823.630000000001,-3911.8150000000005,0,0,0,0,0,0.0,0.0,0.0
MCH2035,HORA-GROVER,TRANSPORT,2,16251.42,8125.71,0,0,0,0,0,0.0,0.0,0.0
MCH2038,DARA-SAMA,HOTEL_LODGING,2,-15403.48,-15403.48,0,0,0,0,0,0.0,0.0,0.0
MCH2039,,,2,19129.36,9564.68,0,0,0,0,0,0.0,0.0,0.0
MCH2046,Konda-Garde,GROCERY,2,34553.11,17276.555,0,0,0,0,0,0.0,0.0,0.0
MCH2056,"  Kadakia, Nagi and Ramakrishnan  ",APPAREL,2,39758.51,19879.255,0,0,0,0,0,0.0,0.0,0.0
MCH2057,,,2,12100.21,6050.105,0,0,0,0,0,0.0,0.0,0.0
MCH2060,Grover-Dugar,HOTEL_LODGING,2,6968.4400000000005,3484.2200000000003,0,0,0,0,0,0.0,0.0,0.0
MCH2080,,,2,25163.910000000003,12581.955000000002,0,0,0,0,0,0.0,0.0,0.0
MCH2081,Swaminathan and Sons,HOTEL_LODGING,2,32464.26,16232.13,0,0,0,0,0,0.0,0.0,0.0
MCH2085,Loke Inc,HOTEL_LODGING,2,14625.49,7312.745,0,0,0,0,0,0.0,0.0,0.0
MCH2094,,,2,13454.29,6727.145,0,0,0,0,0,0.0,0.0,0.0
MCH2095,,,2,40118.64,20059.32,0,0,0,0,0,0.0,0.0,0.0
MCH2096,"Taneja, Basu and Bal",TELECOM,2,31054.03,15527.015,0,0,0,0,0,0.0,0.0,0.0
MCH2106,"  Doctor, Karnik and Sridhar  ",MISC_RETAIL,2,14559.54,7279.77,0,0,0,0,0,0.0,0.0,0.0
MCH2119,Kashyap Ltd,APPAREL,2,32250.01,16125.005,0,0,0,0,0,0.0,0.0,0.0
MCH2120,"Yohannan, Patla and Parmer",HOTEL_LODGING,2,26189.6,13094.8,0,0,0,0,0,0.0,0.0,0.0
MCH2127,,,2,45525.74,22762.87,0,0,0,0,0,0.0,0.0,0.0
MCH2136,,,2,9832.19,4916.095,0,0,0,0,0,0.0,0.0,0.0
MCH2147,,,2,24150.93,12075.465,0,0,0,0,0,0.0,0.0,0.0
MCH2157,"Ramaswamy, Sundaram and Sachdev",TRANSPORT,2,41201.81,20600.905,0,0,0,0,0,0.0,0.0,0.0
MCH2160,,,2,10487.6,10487.6,0,0,0,0,0,0.0,0.0,0.0
